FROM: http://127.0.0.1:8888/?corpus=762da13ca8334f4c7365a770c7768967&panels=collocatesgraph,reader,trends,summary,bubblelines&lang=en

Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
influencing	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
infloating	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
infinitely	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
infig	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
infi	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inf	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
inexpensive	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
inertial	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
inequalityprovides	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
inequalities	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
ine	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
industrialand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
indicial	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
indica	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
india	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
index	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
indesign	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
independently	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
independence	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
incurs	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
incurring	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
incurred	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
increments	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
increasingthe	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
increasingfrom	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
increasewhenthe	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
increasesoftware	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
increasesbecause	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
increasesas	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
increases.this	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
increasein	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
increaseexponentially	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
incorporating	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
incompressible	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
incom	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includeslug	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includesjust	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
includeprofiles	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includenonprinting	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includelayers	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includeinteractive	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includehyperlinks	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includeguidesgrids	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
includebookmarks	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
include	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inator	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inapproach	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inadvertent	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
improvingbalance	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
improves	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
impossible.performance	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
impossi	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
imposed	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
impos	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
imported	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
importantquantity	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
importantfor	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
impliesthe	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
impliesthat	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
implicitfunction	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
implications	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
implica	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
imavolumes	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ily	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
illustrationsof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
illustrations	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
illinoisurbana	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
illinois	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ilarity	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
il	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
iiiequal	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
ignoring	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ifying	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ifw0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
ifthere	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ifpa	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ifexponents	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ifcertain	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ieeetransactions	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ieeeinternational	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ieeecomput	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
iee	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
identitymatrix	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
identify	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
identifies	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ideas	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
idate	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ical	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ibmsp2	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
iables	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
i.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
hypothetical	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hypercube	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hyper	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hydrodynamic	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
hydraul	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
hutchinsrm	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hugenor	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
huge	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
huei	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
howto	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
howparallel	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
householdertransformation	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
horizontally	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
hop	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
honoraria	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
hong	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
homogeneous	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
holubova	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
holland	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
holds.to	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hoger	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hoffmann	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
hoekstra	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
hockneyand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
hock	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hochstein	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hk	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
historical	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hisshortest	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hishands	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hisapex	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hill	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
hilger	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
highersoftware	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
higherpath	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
higherefficiency	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
hierarchies	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hierarchical	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
hiding	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
hh	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hertzberger	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
herecognize	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
henryand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
heights	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
heidelberg	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
heber	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
heavy	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
health	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
hd	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
having	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
havevalues	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
haverank	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
havephysical	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
havelarger	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
haveapplied	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
hassle	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
hassan	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
haslong	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hasenough	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
hasbeen	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
hartstein	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hart	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hardware’s	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hardware.it	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
hardto	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hardest	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
hardernow	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
happens	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
happen	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
handsome	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
halves	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
halfword	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
halfway	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
gþub	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
gþu	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
gung	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
guided	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
guessfor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
growingthe	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
growing	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
grow	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
ground	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
greer’s	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
greenwich	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
greek	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
grassl	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
graphically	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
granularitymatrix	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
granularity.machines	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
grants	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
gram’s	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
grained	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
gr	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
governed	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
govern	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gorithms	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gorgoglione	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
goldstine	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gle	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
givenmachine	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
givenin	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
gineering	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gigaflop	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
getov	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gest	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ger	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
george	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
geoptimaliseerd	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
geopend	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
geometryis	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
geodesic	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
genre	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
generic	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
generation	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
generatestructure	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
generates	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
generalizes	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
generalcache	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gen	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gemaakte	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
geijnand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
gecsei	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gebruik	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gc	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gbðnbx	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
gbðnb	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
gbyteper	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
gave	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gautam	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
gathered	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gather	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
gas	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
gap	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
gain	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
g0d	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
fvalue	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
führer	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
fundamentals	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
functionsupported	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
functionsthat	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
functionm	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
functionf	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
fullmodel	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
fullaccess	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
fuhrer	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
fuel	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
fsand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
frontiers	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
fromtheir	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
fromsmall	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
fromremote	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
fromprocessor	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
fromparameter	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
fromm1	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
fromlevel	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
fromhardware	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
